country_code,country_name,year,variant,population,last_updated
927,Australia/New Zealand,2024,Medium,35401209.0,2025-07-02
927,Australia/New Zealand,2024,Medium,35634649.0,2025-07-02
927,Australia/New Zealand,2024,Medium,35860208.0,2025-07-02
927,Australia/New Zealand,2024,Medium,36089274.0,2025-07-02
927,Australia/New Zealand,2024,Medium,36322842.0,2025-07-02
927,Australia/New Zealand,2024,Medium,36558066.0,2025-07-02
927,Australia/New Zealand,2024,Medium,36788352.0,2025-07-02
927,Australia/New Zealand,2024,Medium,37016482.0,2025-07-02
927,Australia/New Zealand,2024,Medium,37246876.0,2025-07-02
927,Australia/New Zealand,2024,Medium,37481000.0,2025-07-02
927,Australia/New Zealand,2024,Medium,37701246.0,2025-07-02
927,Australia/New Zealand,2024,Medium,37933543.0,2025-07-02
927,Australia/New Zealand,2024,Medium,38151734.0,2025-07-02
927,Australia/New Zealand,2024,Medium,38372780.0,2025-07-02
927,Australia/New Zealand,2024,Medium,38592825.0,2025-07-02
927,Australia/New Zealand,2024,Medium,38804757.0,2025-07-02
927,Australia/New Zealand,2024,Medium,39018460.0,2025-07-02
927,Australia/New Zealand,2024,Medium,39235241.0,2025-07-02
927,Australia/New Zealand,2024,Medium,39452747.0,2025-07-02
